Date, Time, Lat, Lon, Speed Data (miles/hour), Elevation (m)
2024-09-12, 08:09:47, 45.519588812852696, -122.66189638293291, 9.38, 12.23
2024-09-12, 08:09:50, 45.519512223628254, -122.66189686445308, 8.49, 12.60
2024-09-12, 08:09:51, 45.51942995373307, -122.66189746664922, 10.39, 12.84
2024-09-12, 08:09:53, 45.51933992950725, -122.66189812563044, 10.31, 12.02
2024-09-12, 08:09:55, 45.51925481465145, -122.66195305314027, 10.15, 12.12
2024-09-12, 08:09:58, 45.51935105743686, -122.66189428898295, 4.21, 12.42
2024-09-12, 08:10:00, 45.519277603391025, -122.66188680181936, 7.05, 12.12
2024-09-12, 08:10:03, 45.5191665235126, -122.66187210997305, 7.79, 13.24
2024-09-12, 08:10:06, 45.51906006922904, -122.66173405183463, 1.60, 12.72
2024-09-12, 08:10:14, 45.51906962276181, -122.66179564111158, 0.00, 13.08
2024-09-12, 08:10:26, 45.51902457950785, -122.66163632939782, 4.63, 13.04
2024-09-12, 08:10:29, 45.51892245368768, -122.66164004651655, 9.38, 14.83
2024-09-12, 08:10:31, 45.51880012765206, -122.66163581993906, 14.49, 16.08
2024-09-12, 08:10:33, 45.51865288178012, -122.66161722607842, 17.44, 15.27
2024-09-12, 08:10:34, 45.518578651602425, -122.6617410085599, 17.76, 15.24
2024-09-12, 08:10:35, 45.518490494827475, -122.66174210493249, 19.36, 14.77
2024-09-12, 08:10:36, 45.518405285279, -122.66174316465712, 20.17, 15.09
2024-09-12, 08:10:37, 45.518316069701356, -122.66174284417013, 20.92, 14.48
2024-09-12, 08:10:39, 45.51813777225384, -122.6616436199505, 21.03, 14.09
2024-09-12, 08:10:41, 45.5179644572683, -122.6616731848303, 21.33, 13.89
2024-09-12, 08:10:43, 45.51780048064588, -122.6616978455798, 20.57, 13.57
2024-09-12, 08:10:45, 45.51762938166022, -122.66170780401825, 20.39, 13.13
2024-09-12, 08:10:47, 45.517477935360844, -122.66173499930953, 18.68, 13.08
2024-09-12, 08:10:49, 45.517327750609915, -122.66175841265095, 18.62, 13.08
2024-09-12, 08:10:51, 45.517194757398116, -122.66176873672369, 16.38, 14.05
2024-09-12, 08:10:53, 45.51707617469875, -122.66178655867938, 14.94, 13.73
2024-09-12, 08:10:55, 45.51697159990805, -122.66183100257659, 13.37, 12.19
2024-09-12, 08:11:06, 45.51687872967368, -122.6618318955873, 0.00, 12.18
2024-09-12, 08:11:16, 45.516892003220086, -122.66196415231734, 6.27, 14.03
2024-09-12, 08:11:18, 45.51679025972032, -122.66198383947658, 12.10, 14.51
2024-09-12, 08:11:20, 45.51665496256859, -122.66200074259456, 16.63, 15.16
2024-09-12, 08:11:21, 45.51657647103212, -122.66186518041951, 18.24, 14.60
2024-09-12, 08:11:22, 45.516501191911296, -122.66186879174157, 18.00, 14.64
2024-09-12, 08:11:23, 45.516434164546325, -122.66186705582457, 17.77, 15.19
2024-09-12, 08:11:24, 45.51636435795626, -122.66186547234472, 17.58, 15.01
2024-09-12, 08:11:25, 45.516293640133625, -122.66186478318743, 17.69, 15.42
2024-09-12, 08:11:27, 45.51619276814988, -122.66186126508131, 15.42, 15.43
2024-09-12, 08:11:28, 45.51611313837292, -122.6618580395667, 16.32, 15.77
2024-09-12, 08:11:29, 45.51604100070725, -122.66186004991255, 16.45, 15.26
2024-09-12, 08:11:30, 45.51596632464326, -122.66187525424152, 16.77, 15.31
2024-09-12, 08:11:32, 45.51585598365117, -122.6618710558217, 15.29, 15.59
2024-09-12, 08:11:33, 45.51579062758949, -122.66187105582316, 15.57, 15.39
2024-09-12, 08:11:34, 45.515722540607086, -122.66187250152683, 15.65, 15.46
2024-09-12, 08:11:35, 45.5156449296473, -122.66187391692134, 15.30, 15.85
2024-09-12, 08:11:36, 45.51558438013546, -122.66187502116632, 14.17, 16.06
2024-09-12, 08:11:37, 45.51553546165606, -122.66187591329646, 13.55, 16.10
2024-09-12, 08:11:38, 45.51548250906116, -122.6618764558184, 13.52, 16.03
2024-09-12, 08:11:39, 45.515446907153205, -122.66187645581738, 11.91, 16.17
2024-09-12, 08:11:40, 45.51541091580013, -122.6618764558151, 10.66, 16.47
2024-09-12, 08:11:41, 45.51537276248099, -122.66187645580418, 9.41, 17.95
2024-09-12, 08:11:43, 45.51530410457827, -122.66187645581881, 8.59, 15.98
2024-09-12, 08:11:45, 45.5152580349905, -122.6618764558284, 6.60, 14.68
2024-09-12, 08:11:48, 45.515202667662955, -122.66187645582676, 2.78, 14.90
2024-09-12, 08:11:49, 45.51519567477301, -122.66194055613677, 2.58, 15.16
2024-09-12, 08:11:52, 45.51511302932959, -122.66194230668121, 10.51, 15.00
2024-09-12, 08:11:53, 45.515053202036114, -122.66194440604595, 12.90, 14.74
2024-09-12, 08:11:54, 45.514997916379514, -122.66194413829373, 13.33, 14.61
2024-09-12, 08:11:56, 45.514896370686394, -122.6619460518143, 13.08, 14.79
2024-09-12, 08:11:58, 45.51480774451073, -122.66185895582468, 11.23, 15.17
2024-09-12, 08:12:00, 45.51473731294752, -122.66185961374947, 8.72, 15.18
2024-09-12, 08:12:37, 45.51466876995536, -122.66200055804958, 4.10, 15.46
2024-09-12, 08:12:52, 45.51434015157101, -122.66193055717596, 0.00, 15.55
2024-09-12, 08:12:53, 45.514480389730245, -122.66198390862499, 6.81, 16.03
2024-09-12, 08:12:55, 45.514377216685816, -122.66198074128997, 12.22, 16.31
2024-09-12, 08:12:56, 45.5142934142133, -122.66197407277845, 16.05, 15.99
2024-09-12, 08:12:57, 45.51422628832809, -122.66197012164972, 16.34, 16.70
2024-09-12, 08:12:58, 45.51414492360229, -122.66186035156774, 18.26, 16.37
2024-09-12, 08:12:59, 45.51407542982811, -122.66186035156737, 18.39, 16.42
2024-09-12, 08:13:01, 45.513952257579426, -122.66186101645941, 16.37, 16.70
2024-09-12, 08:13:03, 45.513833535883606, -122.66186185867933, 15.29, 16.59
2024-09-12, 08:13:04, 45.51375719268802, -122.66186240026273, 15.88, 16.54
2024-09-12, 08:13:05, 45.51368565549831, -122.66186290775238, 16.24, 16.53
2024-09-12, 08:13:06, 45.51361531224156, -122.66186340676984, 16.59, 17.78
2024-09-12, 08:13:07, 45.51354997464983, -122.66186438221834, 16.70, 17.45
2024-09-12, 08:13:08, 45.513477271778534, -122.66186206101146, 17.55, 17.13
2024-09-12, 08:13:09, 45.51340897709744, -122.6618599716328, 17.38, 16.87
2024-09-12, 08:13:10, 45.51334075159549, -122.66185788436904, 16.98, 16.80
2024-09-12, 08:13:12, 45.513231440817705, -122.66185676438424, 14.26, 16.97
2024-09-12, 08:13:14, 45.51313660783468, -122.66185596799693, 12.56, 17.37
2024-09-12, 08:13:16, 45.513052914812526, -122.66185529071237, 11.23, 17.38
2024-09-12, 08:13:18, 45.51296599985274, -122.66185729740886, 10.90, 17.68
2024-09-12, 08:13:20, 45.512888357196, -122.66185665187896, 10.77, 17.62
2024-09-12, 08:13:22, 45.51279390969051, -122.66185734323038, 8.33, 17.39
2024-09-12, 08:13:24, 45.51272635371612, -122.66185783772828, 8.07, 17.73
2024-09-12, 08:13:26, 45.512657697652436, -122.66185834029, 7.83, 17.58
2024-09-12, 08:13:27, 45.51262274420868, -122.66203880316532, 7.84, 17.59
2024-09-12, 08:13:30, 45.512527215548936, -122.6620559671141, 7.68, 17.53
2024-09-12, 08:13:52, 45.51259930655726, -122.66190294812093, 0.03, 18.87
2024-09-12, 08:13:57, 45.512574859252766, -122.66199030792605, 0.20, 18.70
2024-09-12, 08:14:08, 45.512500672643355, -122.66199985208434, 5.85, 18.35
2024-09-12, 08:14:10, 45.51242887705685, -122.66200675852716, 7.81, 18.38
2024-09-12, 08:14:12, 45.512347298376646, -122.6620021201577, 9.44, 18.57
2024-09-12, 08:14:14, 45.51226274498899, -122.6620077853045, 9.49, 19.27
2024-09-12, 08:14:16, 45.512163225126294, -122.66200579261765, 10.15, 20.22
2024-09-12, 08:14:18, 45.51206255395749, -122.66200586867772, 10.86, 21.15
2024-09-12, 08:14:20, 45.511979196151984, -122.66198133557205, 10.90, 21.38
2024-09-12, 08:14:22, 45.511896631949284, -122.6619687502659, 9.94, 21.31
2024-09-12, 08:14:24, 45.511812122425155, -122.66195662437045, 9.59, 21.14
2024-09-12, 08:14:25, 45.51170508566117, -122.66192513779873, 8.69, 21.15
2024-09-12, 08:14:29, 45.511622422088124, -122.66193343387386, 5.19, 21.21
2024-09-12, 08:14:39, 45.51155379008751, -122.6619474789592, 8.40, 21.23
2024-09-12, 08:14:41, 45.511435474271764, -122.66194924086949, 13.87, 21.31
2024-09-12, 08:14:42, 45.51135644331793, -122.66195454407836, 16.27, 21.48
2024-09-12, 08:14:43, 45.51126818834563, -122.66188628286876, 18.75, 21.18
2024-09-12, 08:14:44, 45.511188362796545, -122.66188828727795, 19.27, 21.00
2024-09-12, 08:14:45, 45.511112737246975, -122.66189018622377, 18.97, 21.13
2024-09-12, 08:14:46, 45.511037925766104, -122.66189097040944, 18.97, 21.29
2024-09-12, 08:14:47, 45.51096165610263, -122.66189058684809, 18.96, 21.34
2024-09-12, 08:14:48, 45.51088969537709, -122.66189022496009, 18.48, 20.86
2024-09-12, 08:14:49, 45.510818079979074, -122.66188986480408, 18.09, 21.00
2024-09-12, 08:14:50, 45.510747280266216, -122.66188950875602, 17.81, 20.92
2024-09-12, 08:14:51, 45.51067701994307, -122.66188915541991, 17.62, 20.94
2024-09-12, 08:14:52, 45.51060726115176, -122.66189084159821, 17.38, 21.04
2024-09-12, 08:14:53, 45.51053817072054, -122.66189116999878, 17.27, 21.04
2024-09-12, 08:14:54, 45.510472603701956, -122.66189115153423, 16.95, 20.89
2024-09-12, 08:14:55, 45.510399927425574, -122.66189115152785, 16.32, 21.76
2024-09-12, 08:14:56, 45.51033475928872, -122.6618911515234, 15.56, 22.35
2024-09-12, 08:14:57, 45.51027494488933, -122.6618911515267, 15.26, 21.91
2024-09-12, 08:14:58, 45.51021547810369, -122.66189115152633, 15.03, 21.96
2024-09-12, 08:14:59, 45.51015796493216, -122.66189115152602, 14.74, 22.00
2024-09-12, 08:15:00, 45.510099246398944, -122.66189115152322, 14.88, 22.37
2024-09-12, 08:15:01, 45.510038578971916, -122.66189070528394, 14.98, 22.22
2024-09-12, 08:15:02, 45.50998098948682, -122.66189026772537, 14.83, 22.13
2024-09-12, 08:15:03, 45.50992394431646, -122.66188983430196, 14.63, 22.08
2024-09-12, 08:15:04, 45.509869129283665, -122.66188941781792, 14.10, 21.91
2024-09-12, 08:15:05, 45.5098140139816, -122.66188899904935, 13.84, 22.10
2024-09-12, 08:15:07, 45.509725109479476, -122.66189087818432, 11.11, 22.19
2024-09-12, 08:15:12, 45.50968666955531, -122.66199798403625, 0.13, 22.74
2024-09-12, 08:15:37, 45.509614685050664, -122.66200250606035, 7.20, 22.06
2024-09-12, 08:15:39, 45.50953361704421, -122.6620070831642, 9.78, 22.43
2024-09-12, 08:15:41, 45.509420782409556, -122.66201319062338, 13.11, 22.09
2024-09-12, 08:15:43, 45.509305853562964, -122.66189384737397, 13.85, 22.35
2024-09-12, 08:15:45, 45.50920422767354, -122.6618969613577, 12.77, 22.95
2024-09-12, 08:15:47, 45.50909411770883, -122.66189123890842, 13.67, 23.89
2024-09-12, 08:15:48, 45.50903721765969, -122.6618852824958, 13.97, 24.06
2024-09-12, 08:15:49, 45.50898721832381, -122.66187592786989, 13.52, 23.98
2024-09-12, 08:15:50, 45.50892995317317, -122.66186036155558, 13.98, 24.33
2024-09-12, 08:15:51, 45.50887744062292, -122.66184184463822, 13.69, 24.16
2024-09-12, 08:15:52, 45.50883218174157, -122.6618249558922, 12.37, 23.98
2024-09-12, 08:15:53, 45.508779763180016, -122.66180499237475, 11.89, 24.31
2024-09-12, 08:15:54, 45.50873893246115, -122.66178806870283, 10.74, 24.26
2024-09-12, 08:15:56, 45.50867335480676, -122.66175426387893, 9.04, 24.26
2024-09-12, 08:15:58, 45.50862229617947, -122.661727746326, 8.00, 23.69
2024-09-12, 08:16:05, 45.5084010087473, -122.66204456739624, 7.72, 23.42
2024-09-12, 08:16:07, 45.508363226585544, -122.66211028816016, 7.54, 23.27
2024-09-12, 08:16:09, 45.508324891497224, -122.66217904301868, 7.74, 22.81
2024-09-12, 08:16:11, 45.50827806151838, -122.6622460793327, 7.72, 21.88
2024-09-12, 08:16:13, 45.508236921853346, -122.66231795155326, 8.21, 21.79
2024-09-12, 08:16:15, 45.508191046687195, -122.66239091012734, 8.87, 21.51
2024-09-12, 08:16:17, 45.50814834612882, -122.66245905852384, 7.76, 20.93
2024-09-12, 08:16:20, 45.50810695983494, -122.66253664369155, 6.54, 20.75
2024-09-12, 08:16:23, 45.50805274832958, -122.6626195860699, 7.02, 19.38
2024-09-12, 08:16:24, 45.508036248233715, -122.66265965713767, 6.88, 19.20
2024-09-12, 08:16:26, 45.50800033170584, -122.66272230458358, 6.90, 18.00
2024-09-12, 08:16:28, 45.507964110991374, -122.6627884792722, 8.07, 17.04
2024-09-12, 08:16:30, 45.5079236783585, -122.66285907629562, 7.63, 17.06
2024-09-12, 08:16:32, 45.507886147930996, -122.66292651109613, 6.95, 16.64
2024-09-12, 08:16:34, 45.50785104164586, -122.66298938218056, 6.31, 16.66
2024-09-12, 08:16:36, 45.50781959429879, -122.66304707445632, 5.99, 16.36
2024-09-12, 08:16:38, 45.50778007448339, -122.66309724615337, 5.90, 16.45
2024-09-12, 08:16:41, 45.50773702195148, -122.66316913103283, 4.90, 15.67
2024-09-12, 08:16:44, 45.50769477348419, -122.66322537675595, 4.10, 16.09
2024-09-12, 08:16:47, 45.50763342767996, -122.66327469615528, 5.80, 15.59
2024-09-12, 08:16:50, 45.50756341266255, -122.66333596488101, 6.79, 15.33
2024-09-12, 08:16:52, 45.50751059573693, -122.66337715266486, 6.95, 14.78
2024-09-12, 08:16:54, 45.507460198743786, -122.66341391957677, 6.95, 14.26
2024-09-12, 08:16:57, 45.50738186351654, -122.66346036122475, 7.12, 14.17
2024-09-12, 08:16:59, 45.50731597945184, -122.66346790491343, 7.42, 14.04
2024-09-12, 08:17:01, 45.50725637110536, -122.66347144732121, 6.87, 14.40
2024-09-12, 08:17:04, 45.50717536433136, -122.66347903276386, 6.16, 14.43
2024-09-12, 08:17:07, 45.50710527243561, -122.66347717859337, 5.47, 13.84
2024-09-12, 08:17:10, 45.50704528288485, -122.663482950336, 4.96, 13.81
2024-09-12, 08:17:14, 45.506975730123116, -122.66348066175982, 4.19, 14.12
2024-09-12, 08:17:18, 45.50691776719496, -122.66347670944141, 2.39, 14.55
2024-09-12, 08:20:20, 45.506851404709856, -122.66346880175018, 4.76, 12.50
2024-09-12, 08:20:23, 45.50678757298709, -122.6634940890162, 5.71, 13.07
2024-09-12, 08:20:25, 45.506740088417786, -122.66354296583687, 6.99, 13.22
2024-09-12, 08:20:27, 45.5067046609844, -122.66361275931645, 7.57, 13.35
2024-09-12, 08:20:29, 45.50667996622966, -122.66369875404432, 7.88, 13.88
2024-09-12, 08:20:31, 45.506661967843606, -122.66379044394142, 7.76, 13.90
2024-09-12, 08:20:34, 45.50664189877624, -122.6638990674297, 6.64, 13.84
2024-09-12, 08:20:37, 45.50662748765905, -122.66398625595563, 4.90, 14.38
2024-09-12, 08:20:40, 45.50662201001423, -122.66407437867099, 5.14, 15.52
2024-09-12, 08:20:43, 45.50662246152856, -122.66419647532449, 7.54, 16.04
2024-09-12, 08:20:45, 45.50661646684993, -122.66430120319, 9.03, 16.27
2024-09-12, 08:20:47, 45.50660291790633, -122.66441891003198, 9.95, 16.39
2024-09-12, 08:20:49, 45.506556989389715, -122.66455703018065, 12.32, 16.33
2024-09-12, 08:20:51, 45.50652347888158, -122.66467520778089, 11.37, 15.31
2024-09-12, 08:20:53, 45.50647208292816, -122.66478085128391, 11.35, 14.67
2024-09-12, 08:20:55, 45.506412875064534, -122.6648812328301, 11.99, 14.18
2024-09-12, 08:20:56, 45.50637037326898, -122.66494731395684, 14.03, 14.22
2024-09-12, 08:20:57, 45.50631730188198, -122.66502580405088, 16.45, 14.35
2024-09-12, 08:20:58, 45.506232959193056, -122.66508032303057, 18.79, 15.09
2024-09-12, 08:20:59, 45.50617162051798, -122.66517547916891, 21.00, 15.21
2024-09-12, 08:21:00, 45.50610381402658, -122.66528016104803, 23.26, 15.56
2024-09-12, 08:21:01, 45.50603302688851, -122.66538928718843, 24.46, 16.08
2024-09-12, 08:21:02, 45.50596558232513, -122.66549326038563, 24.26, 16.64
2024-09-12, 08:21:03, 45.50590164467066, -122.66559182729547, 23.73, 17.01
2024-09-12, 08:21:04, 45.50583831561152, -122.66568884298376, 23.34, 17.32
2024-09-12, 08:21:05, 45.5057749806254, -122.66578489355584, 23.01, 17.61
2024-09-12, 08:21:06, 45.50571189704227, -122.66588056285748, 22.67, 18.08
2024-09-12, 08:21:07, 45.50565072168508, -122.66597333824815, 22.38, 18.53
2024-09-12, 08:21:08, 45.50559149868748, -122.66606403894235, 22.03, 19.03
2024-09-12, 08:21:09, 45.50553388108248, -122.66615432481184, 21.67, 19.28
2024-09-12, 08:21:10, 45.50547635085882, -122.66624447375428, 21.31, 19.90
2024-09-12, 08:21:11, 45.505419667001284, -122.66633329645214, 21.00, 20.41
2024-09-12, 08:21:12, 45.505364878964265, -122.66641914843495, 20.46, 20.59
2024-09-12, 08:21:13, 45.50531237843293, -122.6665014159313, 19.80, 21.09
2024-09-12, 08:21:14, 45.50525930037275, -122.66658324467642, 19.65, 21.40
2024-09-12, 08:21:15, 45.50520433412103, -122.66666725422475, 19.82, 21.82
2024-09-12, 08:21:16, 45.5051505231901, -122.66674949800766, 19.77, 22.08
2024-09-12, 08:21:17, 45.50509758803481, -122.66683040326093, 19.43, 22.45
2024-09-12, 08:21:18, 45.505047354557355, -122.66690717932151, 18.79, 22.61
2024-09-12, 08:21:19, 45.50499688846792, -122.6669845298258, 18.58, 22.69
2024-09-12, 08:21:20, 45.5049448696994, -122.66706428645202, 18.95, 22.78
2024-09-12, 08:21:21, 45.504888937579864, -122.6671500431327, 19.66, 22.60
2024-09-12, 08:21:22, 45.50483259844569, -122.66723642386417, 20.07, 22.50
2024-09-12, 08:21:23, 45.50477861165119, -122.66731798353034, 19.86, 22.57
2024-09-12, 08:21:24, 45.50472360059625, -122.6674041646384, 19.81, 22.52
2024-09-12, 08:21:25, 45.50466896241316, -122.66749006074578, 20.00, 22.40
2024-09-12, 08:21:26, 45.504614737606246, -122.66757530699637, 20.07, 22.27
2024-09-12, 08:21:27, 45.50455944940893, -122.66766222498467, 20.26, 22.29
2024-09-12, 08:21:28, 45.50450618866781, -122.66774546749635, 20.03, 22.24
2024-09-12, 08:21:29, 45.504451302124664, -122.66782943105227, 20.07, 22.56
2024-09-12, 08:21:30, 45.50439806598138, -122.6679108725974, 19.85, 21.89
2024-09-12, 08:21:31, 45.50434315155842, -122.66799488134096, 19.93, 21.54
2024-09-12, 08:21:32, 45.504289630897766, -122.6680767581152, 19.70, 21.12
2024-09-12, 08:21:33, 45.50423740054563, -122.66815666088796, 19.33, 20.81
2024-09-12, 08:21:34, 45.504189256750955, -122.66823031202955, 18.42, 20.48
2024-09-12, 08:21:35, 45.50414530031473, -122.66829755724456, 17.08, 19.97
2024-09-12, 08:21:36, 45.50409890845915, -122.66836852820057, 16.90, 19.79
2024-09-12, 08:21:37, 45.50404877940219, -122.66844521639729, 17.66, 19.33
2024-09-12, 08:21:38, 45.503999538947106, -122.66852004050133, 17.75, 18.72
2024-09-12, 08:21:39, 45.503950776187516, -122.6685939677988, 17.65, 18.56
2024-09-12, 08:21:40, 45.50390367196852, -122.66866538065788, 17.26, 18.32
2024-09-12, 08:21:41, 45.503856552066324, -122.66873681730904, 17.04, 18.00
2024-09-12, 08:21:42, 45.50381177078319, -122.66880470843006, 16.58, 17.46
2024-09-12, 08:21:43, 45.50377136583478, -122.66886596477444, 15.38, 18.25
2024-09-12, 08:21:44, 45.50372990897956, -122.66892881591133, 15.36, 17.78
2024-09-12, 08:21:45, 45.503686478779564, -122.66899444581344, 15.56, 17.49
2024-09-12, 08:21:46, 45.50364346455069, -122.66905919223059, 15.58, 17.22
2024-09-12, 08:21:47, 45.50359893027154, -122.66912622668718, 15.86, 16.83
2024-09-12, 08:21:48, 45.50355771425489, -122.66918826637973, 15.65, 16.47
2024-09-12, 08:21:49, 45.50351620800264, -122.66925082089381, 15.33, 16.05
2024-09-12, 08:21:50, 45.503479289144195, -122.66930655308589, 14.31, 15.42
2024-09-12, 08:21:51, 45.50344433755622, -122.6693593155249, 13.49, 15.75
2024-09-12, 08:21:52, 45.50341019523028, -122.66941085626104, 12.99, 15.47
2024-09-12, 08:21:53, 45.50337569809669, -122.66946293264864, 12.57, 15.14
2024-09-12, 08:21:54, 45.503345323622156, -122.66951608416666, 11.83, 15.08
2024-09-12, 08:21:55, 45.50331817880116, -122.66956413540086, 11.22, 15.40
2024-09-12, 08:21:57, 45.503266428430976, -122.66965618845785, 10.55, 15.30
2024-09-12, 08:21:58, 45.50329083435165, -122.66975948760737, 10.98, 15.05
2024-09-12, 08:21:59, 45.503268760382106, -122.66982015463374, 11.62, 14.58
2024-09-12, 08:22:00, 45.503247913061216, -122.66988267918971, 11.93, 14.63
2024-09-12, 08:22:01, 45.503228994836746, -122.66994252801078, 11.71, 14.40
2024-09-12, 08:22:03, 45.503205188217464, -122.67004273471207, 9.58, 14.22
2024-09-12, 08:22:05, 45.50318858401567, -122.67012138429372, 7.45, 14.71
2024-09-12, 08:22:07, 45.503174557419435, -122.67018316360841, 5.64, 15.31
2024-09-12, 08:22:10, 45.50314673062311, -122.67026066504815, 5.03, 15.50
2024-09-12, 08:22:13, 45.503103881296745, -122.67032190352134, 4.93, 15.60
2024-09-12, 08:22:16, 45.50306343696149, -122.67038938373786, 5.20, 14.73
2024-09-12, 08:22:19, 45.50303719279996, -122.67048293039524, 5.71, 14.18
2024-09-12, 08:22:21, 45.50300580815032, -122.67058271659188, 9.09, 13.95
2024-09-12, 08:22:23, 45.502970598614915, -122.67069833672979, 10.52, 13.72
2024-09-12, 08:22:25, 45.502939746282436, -122.67080258332975, 9.87, 13.86
2024-09-12, 08:22:27, 45.50291002425197, -122.67090081486884, 9.40, 13.86
2024-09-12, 08:22:29, 45.502883180588604, -122.67098884563401, 8.27, 13.62
2024-09-12, 08:22:31, 45.5028595857393, -122.67106844206612, 7.78, 13.63
2024-09-12, 08:22:33, 45.50283403701315, -122.67115462850492, 7.93, 14.09
2024-09-12, 08:22:35, 45.502810297299355, -122.6712307798011, 7.41, 14.14
2024-09-12, 08:22:37, 45.50279937003032, -122.67131858547012, 7.69, 13.98
2024-09-12, 08:22:39, 45.50277502400675, -122.67140003598995, 7.66, 13.86
2024-09-12, 08:22:41, 45.502752435845906, -122.6714691929548, 6.60, 14.02
2024-09-12, 08:22:44, 45.502732139410824, -122.67153426350174, 4.00, 14.30
2024-09-12, 08:22:53, 45.50269628491315, -122.67165721150975, 7.80, 14.69
2024-09-12, 08:22:55, 45.50267611070765, -122.67174487342919, 8.01, 14.61
2024-09-12, 08:22:57, 45.50264799527681, -122.67182234002993, 7.56, 14.96
2024-09-12, 08:23:00, 45.50262452909718, -122.67189952434518, 4.35, 14.90
2024-09-12, 08:23:14, 45.50259044317441, -122.67198768505759, 6.86, 15.62
2024-09-12, 08:23:16, 45.502551379979316, -122.67207884610411, 8.68, 16.24
2024-09-12, 08:23:19, 45.50256444497142, -122.67219065196018, 6.66, 14.27
2024-09-12, 08:23:22, 45.502587026790586, -122.67229392756724, 6.23, 14.22
2024-09-12, 08:23:25, 45.50262858928401, -122.67237369388518, 5.85, 14.37
2024-09-12, 08:23:28, 45.502701582267065, -122.67240814476453, 5.71, 15.54
2024-09-12, 08:23:30, 45.50276663657284, -122.67244080032354, 7.70, 15.49
2024-09-12, 08:23:32, 45.50284661239278, -122.67250161816304, 10.54, 14.63
2024-09-12, 08:23:34, 45.502951728471444, -122.67255908063953, 13.33, 14.80
2024-09-12, 08:23:36, 45.50305082049605, -122.67262152804203, 13.50, 13.44
2024-09-12, 08:23:38, 45.50313859857019, -122.67266815582565, 11.63, 13.06
2024-09-12, 08:23:40, 45.50320965291096, -122.67272825273126, 9.63, 14.17
2024-09-12, 08:23:43, 45.50327175068844, -122.67274287719925, 4.60, 14.27
2024-09-12, 08:24:03, 45.50335117057105, -122.67281488118533, 6.64, 15.86
2024-09-12, 08:24:05, 45.503454695110115, -122.67287407364601, 12.71, 16.21
2024-09-12, 08:24:06, 45.50351495177335, -122.67290766080146, 14.92, 16.72
2024-09-12, 08:24:07, 45.50358705909595, -122.67294457821862, 17.41, 16.50
2024-09-12, 08:24:08, 45.50366573337314, -122.67296908315086, 18.87, 15.39
2024-09-12, 08:24:09, 45.503746587210635, -122.67300389994766, 19.47, 15.86
2024-09-12, 08:24:11, 45.5038844698767, -122.67309317986368, 19.97, 16.35
2024-09-12, 08:24:12, 45.50395770947743, -122.67312974516796, 20.13, 15.55
2024-09-12, 08:24:13, 45.50403202821671, -122.67316626570492, 19.36, 15.85
